action,licenseType,premiumLevel,assetType,partnerAssetId,contributorId,sourceContentId,width,height,headline,keywords,uri,rating,preview,moderation
create,commercial,3,video,200973554-18510709-01-06,200973554,18510709,1920,1080,Loop of Geothermal Energy Plant,"iceland,power,station,geothermal,plant,underground,thermal,seismic,steam,alternative,renewable,sustainable,clean,energy,resources,industry,fuel,pipes,high,temperature,volcanic,equipment,generate,electricity,recycling,technology,environmental,natural,conservation,solution,future,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-18510709-01-06.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/18510709/loop-06-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/578/6/fade
create,commercial,3,video,200973554-18534791-01-02,200973554,18534791,1920,1080,Loop of Hiking Adventures,"matterhorn,switzerland,alps,hiking,mountains,nature,adventure,travel,tourism,outdoor,success,achievement,healthy,lifestyle,hiker,woman,freedom,extreme terrain,vitality,altitude,glacier,landscape,valley,ambition,clothing,view,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-18534791-01-02.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/18534791/loop-02.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/579/2/base
create,commercial,3,video,200973554-20879877-01-01,200973554,20879877,1920,1080,Loop of Sunset Silhouette of Wind Turbine,"solar,wind,power,turbine,blades,energy,clean,alternative,renewable,sustainable,unpolluted,environmental,silhouette,sunset,golden,red,full,round,fiery,sun,sea,ocean,water,reflection,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-20879877-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/20879877/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/583/1/fade
create,commercial,3,video,200973554-28936131-01-03,200973554,28936131,1920,1080,Loop of Dream Sunset Wedding,"wedding,bride,bridegroom,caucasian,heterosexual,couple,marriage,luxury,dress,celebration,dancing,honeymoon,photography,success,imagination,fashion,commitment,teamwork,love,ambitions,future,dreams,travel,beach,sunset,tropical,caribbean,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-28936131-01-03.mp4,5,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/28936131/loop-03-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/606/3/fade
create,commercial,3,video,200973554-37531117-01-01,200973554,37531117,1920,1080,Loop of Hands in Cleansing Spa Water,"hands,only,symbol,images,natural,waters,wooden,balance,zen,life,symmetry,flowers,foliage,aroma,fragrence,wellness,health,spa,holistic,alternative,therapy,products,treatment,purify,cleansing,tranquility,relaxation,serenity,body,mind,spirit,advertisement,photography,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-37531117-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/37531117/loop-01.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/612/1/base
create,commercial,3,video,200973554-46438871-01-06,200973554,46438871,1920,1080,"Loop of Red glow at sunset, Chicago skyline, USA","chicago,illinois,usa,america,lake michigan,great lakes,windy city,downtown district,city,urban scene,architecture,illuminated,tower,sears tower,willis tower,trump tower,skyscraper,office building,financial district,business,waterfront,sunlight,travel destination,vacation,holiday,tourist,tourism,photography,built structure,building exterior,skyline,cityscape,lake,apartment,tall tower,water,city life,glow,golden,sun,silhouette,low angle,sunset,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-46438871-01-06.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/46438871/loop-06-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/707/6/fade
create,commercial,3,video,200973554-46813508-01-01,200973554,46813508,1920,1080,Loop of Natural Powerful Aqua Colored Water,"flowing,blue,water,power,energy,unpolluted,environmental,nature,natural,movement,renewable,sustainable,source,outdoors,landmark,waterfall,landscape,travel,destination,no people,international,commercial,electricity,beauty,motion,rolling,surf,formation,lake water,glacial,freshness,slow motion,full frame,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-46813508-01-01.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/46813508/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/711/1/fade
create,commercial,3,video,200973554-46814588-01-01,200973554,46814588,1920,1080,Loop of Mass Fast Flowing Water Merging,"flowing,blue,water,power,energy,unpolluted,environmental,nature,natural,movement,renewable,sustainable,source,outdoors,landmark,waterfall,landscape,travel,destination,no people,vast,strength,american falls,rural scene,hydroelectric,scenery,holiday,full frame,dramatic,jagged,blue water,geology,balance,purify,mist,slow motion,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-46814588-01-01.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/46814588/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/712/1/fade
create,commercial,3,video,200973554-56061005-01-04,200973554,56061005,1920,1080,Loop of Volcanic Lava Pouring Into Ocean,"volcanic,lava,flow,heat,steam,nature,energy,power,boiling,force,active,geology,molten,eruption,movement,travel,destination,natural,environment,tourism,no people,kilauea,big island,features,fluid,activity,outpouring,danger,burning,destruction,landscape,surface,national,tourist,legend,water,scenery,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56061005-01-04.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56061005/loop-04-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/762/4/fade
create,commercial,3,video,200973554-56135072-01-02,200973554,56135072,1920,1080,Loop of Volcanic Kilauea Lava Pouring Into Pacific Ocean,"volcanic,lava,flow,heat,steam,nature,energy,power,boiling,force,active,geology,molten,eruption,movement,travel,destination,natural,environment,tourism,ocean,waves,no people,kilauea,big island,features,fluid,activity,outpouring,danger,burning,destruction,landscape,surface,national,tourist,legend,pacific,water,scenery,cliffs,sunset,coast,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56135072-01-02.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56135072/loop-02-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/763/2/fade
create,commercial,3,video,200973554-56138465-01-03,200973554,56138465,1920,1080,Loop of Burning Kilauea Volcanic Lava Pouring Into Ocean,"volcanic,lava,flow,heat,steam,nature,energy,power,boiling,force,active,geology,molten,eruption,movement,travel,destination,natural,environment,tourism,ocean,waves,no people,kilauea,big island,features,fluid,activity,outpouring,danger,burning,destruction,landscape,surface,national,tourist,legend,pacific,water,scenery,cliffs,coast,sunset,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56138465-01-03.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56138465/loop-03-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/764/3/fade
create,commercial,3,video,200973554-56254218-01-01,200973554,56254218,1920,1080,Loop of Slow Motion Sunset Light Over Gentle Ocean Waves,"ocean,sea,waves,saltwater,water,natural,currents,tides,motion,renewable,energy,power,coastal,landscape,environment,golden,sunset,full frame,background,no people,nature,gentle,tidal,breaking,formations,unpolluted,gold,setting,reflections,tropical,remote,scenic,destination,ripples,beauty,recreation,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56254218-01-01.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56254218/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/765/1/fade
create,commercial,3,video,200973554-56255587-01-06,200973554,56255587,1920,1080,Loop of Fierce Breaking Surfing Waves,"ocean,sea,waves,saltwater,water,natural,currents,tides,motion,renewable,energy,power,coastal,environment,blue,fierce,crashing,jagged,rocks,erosion,danger,no people,nature,tidal,breaking,formations,unpolluted,weather,rocky,white,surf,pounding,source,coastline,close up,slow motion,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56255587-01-06.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56255587/loop-06-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/766/6/fade
create,commercial,3,video,200973554-56272177-01-02,200973554,56272177,1920,1080,"Loop of Elevated illuminated night view of Media and Internet city, Dubai, UAE, Time Lapse","aerial,media city,internet city,global,dubai marina,dubai,united arab emirates,middle east,arabian gulf,illuminated,skyline,skyscraper,architecture,sheikh zayed road,tower,residential  apartment,residential,modern,construction,development,metropolis,emirate,travel,destination,tourist,tourism,holiday,vacation,road system,interchange,built structure,building exterior,water,sea,bay,coastline,wealth,economy,growth,desert,evening,dusk,time lapse,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-56272177-01-02.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/56272177/loop-02-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/767/2/fade
create,commercial,3,video,200973554-58213412-01-01,200973554,58213412,1920,1080,"Loop of POV wide angled view kayak lake wilderness, USA","pov,alaska,usa,canada,pacific northwest,kayak,wide angle,water,lake,scenic,landscape,wilderness,outdoor,achievement,leisure,remote,no people,ambitious,fitness,healthy,confident,adventurous,motivated,successful,kayaking,canoe,spirit,endurance,strength,travel,location,tourist,tourism,vacation,tour,sport,nature,forest,mountain,sky,active,nautical vessel,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-58213412-01-01.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/58213412/loop-01.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/770/1/base
create,commercial,3,video,200973554-58820324-01-01,200973554,58820324,1920,1080,"Loop of Lone tree swollen flooded river, USA","banff,alberta,canada,river,flood,floodwater,water,swollen,rain,storm water,environmental,overflowing,engineering,wet,rapid,nature,environment,speed,blur,damage,tree,forest,mountains,destruction,riverbank,fast flowing,photography,travel,location,tourism,vacation,meteorology,storm,global warming,weather,motion,surge,power,energy,swept away,raging water,turbulence,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-58820324-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/58820324/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/771/1/fade
create,commercial,3,video,200973554-58820461-01-05,200973554,58820461,1920,1080,"Loop of Flood water swollen river, USA","banff,alberta,canada,usa,river,flood,floodwater,water,swollen,rain,storm water,environmental,overflowing,engineering,wet,rapid,nature,environment,speed,blur,damage,tree,forest,mountains,destruction,riverbank,fast flowing,photography,travel,location,tourism,vacation,meteorology,storm,global warming,weather,motion,surge,power,energy,swept away,raging water,turbulence,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-58820461-01-05.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/58820461/loop-05-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/772/5/fade
create,commercial,3,video,200973554-76966426-01-05,200973554,76966426,1920,1080,Loop of Water motion ripple effect reflection Norwegian houses,"tromso,norway,norwegian,nordic,scandinavia,fjord,sun,sea,arctic,circle,frozen,scenic,winter,snow,nature,illuminated,reflection,cold,lakeside,bay,wilderness,remote,water,outdoor,motion,colour,environment,rural,travel,location,mountain,tourist,tourism,vacation,holiday,photography,ripples effect,financial markets,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-76966426-01-05.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/76966426/loop-05-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/774/5/fade
create,commercial,3,video,200973554-77037826-01-01,200973554,77037826,1920,1080,Loop of Meiji Jingu Shrine Yoyogi Park Japanese hand washing Tokyo,"meiji shrine,shibuya,district,tokyo,asia,japan,yoyogi park,shinto,shrine,meiji,jingu,pouring,purity,spirituality,japanese,culture,hand,washing,basin,religion,spirits,bamboo,water,clean,cup,drinking,holy,emperor,ladle,travel,location,vacation,holiday,tourist,tourism,investment,business,finance,structure,outdoor,people,ritual,friendship,peace,park,garden,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-77037826-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/77037826/loop-01.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/775/1/base
create,commercial,3,video,200973554-77400807-01-04,200973554,77400807,1920,1080,Loop of Falling rain water for irrigation hydroelectric power,"thailand,asia,far east,rain,water,website,internet,freshwater,drought,ecosystem,insurance,conservation,groundwater,recycled,elements,data,blog,tropical,wet,torrential,monsoon,weather,flood,satellite,climate,rain drop,atmospheric,motion,environment,irrigation,shower,season,gravity,temperature,forecast,topography,humidity,meteorology,nature,slow motion,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-77400807-01-04.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/77400807/loop-04-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/778/4/fade
create,commercial,3,video,200973554-77402598-01-05,200973554,77402598,1920,1080,"Loop of Heavy rain fall around the globe, Southern Hemisphere","thailand,asia,southeast asia,rain drop,weather,water,vapor,prediction,storm,global warming,microclimate,flood,splash,surface water,outdoor,tourism,vacation,holiday,travel,destination,blue,film,documentary,news,slow motion,deluge,fresh water,monsoon,ecosystems,liquid,seasons,growth,business,investment,tourist,photography,clouds,cyclone,climate,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-77402598-01-05.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/77402598/loop-05.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/779/5/base
create,commercial,3,video,200973554-77414491-01-02,200973554,77414491,1920,1080,"Loop of Monsoon tropical rain, Southern Hemisphere","thailand,asia,southeast asia,rain drop,weather,water,vapor,prediction,storm,global warming,microclimate,flood,splash,surface water,outdoor,tourism,vacation,holiday,travel,destination,blue,film,documentary,news,slow motion,deluge,fresh water,monsoon,ecosystems,liquid,seasons,growth,business,investment,tourist,photography,clouds,cyclone,climate,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-77414491-01-02.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/77414491/loop-02-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/780/2/fade
create,commercial,3,video,200973554-99392611-01-10,200973554,99392611,1920,1080,Loop of Transparent sea water texture motion renewable energy tidal flow Canada,"canada,texture,freshness,transparent,water,rocks,nature,spa,environmental,rural,seascape,scenic,motion,outdoor,drink,no people,power,energy,unpolluted,renewable,natural,healthy,travel,tourist,tourism,vacation,holiday,destination,photography,growth,investment,business,insurance,running,wellbeing,environment,simplicity,pattern,blue,sea,ocean,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/200973554-99392611-01-10.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/99392611/loop-10-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/785/10/fade
create,commercial,3,video,201224154-98698767-01-01,201224154,98698767,1920,1080,Loop of Warp to another galaxies. Loop 1 of 2.,"extraterrestrial,heavens,science,space,stars,galaxy,astrophysics,cosmos,universe,celestial,sky,darkness,astrology,nebula,orbit,spiral,planet,stellar,system,formation,distant,solar,pinwheel,gravitation,elliptical,dust,gas,dark matter,mass,research,conceptual,emissions,glowing,helical,galactic,gravity,copyspace,scientific,exploration,environment,nature,circular,astrological,energy,interstellar,animation,move,space dust,cosmic dust,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98698767-01-01.mp4,5,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98698767/loop-01-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13748/1/fade
create,commercial,3,video,201224154-98698767-01-02,201224154,98698767,1920,1080,Loop of Warp to another galaxies. Loop 2 of 2.,"extraterrestrial,heavens,science,space,stars,galaxy,astrophysics,cosmos,universe,celestial,sky,darkness,astrology,nebula,orbit,spiral,planet,stellar,system,formation,distant,solar,pinwheel,gravitation,elliptical,dust,gas,dark matter,mass,research,conceptual,emissions,glowing,helical,galactic,gravity,copyspace,scientific,exploration,environment,nature,circular,astrological,energy,interstellar,animation,move,space dust,cosmic dust,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98698767-01-02.mp4,5,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98698767/loop-02-fade.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13748/2/fade
create,commercial,3,video,201224154-98703408-01-02,201224154,98703408,1920,1080,Loop of Loopable ride over railroad track. Close up of rail.,"railroad,train,railway,track,transportation,travel,transport,rail,steel,road,journey,old,metal,speed,platform,industry,iron,urban,city,transit,motion,tracks,background,traffic,industrial,perspective,metro,rails,nobody,commute,move,departure,destination,railroad track,gravel,rust,loopable,seamless,infinity,empty,subway,station,modern,linetransit,technology,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98703408-01-02.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98703408/loop-02.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13398/2/base
create,commercial,3,video,201224154-98703832-01-01,201224154,98703832,1920,1080,Loop of Book's pages turning. Loopable.,"book,page,paper,flip,open,white,background,education,blank,isolated,empty,document,business,note,office,diary,notebook,template,write,sheet,cover,copy,school,space,library,object,information,literature,text,clean,print,booklet,flipping,reading,render,loopable,communication medium,turn,study,wisdom,publication,literary,knowledge,bookstore,writing,studying,concept,learning,sheets,seamless,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98703832-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98703832/loop-01.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13538/1/base
create,commercial,3,video,201224154-98703963-01-01,201224154,98703963,1920,1080,Loop of Oil wagon.,"oil,rails,train,cargo,wagon,railway,transport,transportation,freight,shipping,industrial,tank,fuel,container,vehicle,delivery,railroad,cistern,gas,track,carriage,diesel,shipment,chemical,isolated,liquid,petrol,industry,logistics,object,nobody,road,wheel,sign,symbol,delivering,flat,lid,metal,goods,ladder,rail,heavy,locomotive,petroleum,gasoline,barrel,logistic,trains,tracks,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98703963-01-01.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98703963/loop-01.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/14515/1/base
create,commercial,3,video,201224154-98704026-01-04,201224154,98704026,1920,1080,Loop of Spinning fan closeup.,"fan,wind,air,ventilator,spin,spinning,electric,isolated,cool,rotation,object,air conditioner,electric fan,industry,heat,equipment,turning,steel,air duct,machine part,motion,turbine,blowing,nobody,metal,power,engine,motor,blade,machinery,machine,detail,energy,exhaust,engineering,maintenance,speed,technology,wire,powerful,metallic,closeup,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98704026-01-04.mp4,3,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98704026/loop-04.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13669/4/base
create,commercial,3,video,201224154-98704113-01-05,201224154,98704113,1920,1080,Loop of Ordering Online Groceries Using Laptop. Loop 1 of 2.,"online,grocery,shopping,retail,store,shop,supermarket,sale,buy,business,market,purchase,technology,consumer,customer,basket,commerce,cart,internet,food,awning,background,baguette,bottle,bread,catering,concept,delivery,digital,editable,egg,email,fast,green,groceries,laptop,meat,milk,modern,nobody,number,object,order,price,purchasing,sausage,screen,setting,tablet,tech,loop,looped,looping,ASVL1",https://s3.amazonaws.com/stockcontent-asset-drop/loopingvideo/201224154-98704113-01-05.mp4,4,http://artisticeye.corp.adobe.com/LoopWelder/Stock-Lightrooms/DIS/98704113/loop-05.mp4,http://arg.corp.adobe.com/LoopWelder/app/#/experiment/13489/5/base
